파일명,소분류1,점수1,소분류2,점수2,소분류3,점수3
박물관_인천어린이박물관_1218.jpg,Modern minimalist stage design,0.2287,Iconic entrance gate with flags,0.2281,Classic red velvet stage curtains,0.2265
박물관_전곡선사박물관_738.jpg,Grand entrance arch with festival banners,0.2206,Decorative street flags fluttering,0.1986,Reflection pool mirroring museum facade,0.1865
박물관_전곡선사박물관_739.jpg,Grand entrance arch with festival banners,0.2429,Decorative street flags fluttering,0.2257,Majestic hall framed by cherry blossoms,0.2104
박물관_전곡선사박물관_740.jpg,Modern minimalist stage design,0.1908,Classic red velvet stage curtains,0.1859,Traditional drumming stage backdrop,0.1858
박물관_증권박물관 부산관_1676.jpg,Gallery with expansive skylights,0.2549,Art gallery with contemporary facade,0.2474,Architectural details of gallery entrance,0.2361
박물관_짜장면박물관_1195.jpg,Graffiti-covered urban alleyway murals,0.2549,Alley with overhanging laundry lines,0.2463,Venetian alley with rustic brick buildings,0.2118
박물관_짜장면박물관_1197.jpg,Open-air restaurant with ocean view,0.1909,Traditional thatched roof dining pavilion,0.1802,Traditional European-style storefront,0.1768
박물관_철도박물관_717.jpg,Vast exhibition hall with paintings,0.2236,Riverside gallery with reflection views,0.2126,Gallery surrounded by lush landscapes,0.2035
박물관_철도박물관_718.jpg,Open-air restaurant with ocean view,0.2158,Rooftop restaurant with city skyline,0.1964,Glass-walled restaurant overlooking mountains,0.1924
박물관_철도박물관_719.jpg,Open-air restaurant with ocean view,0.2419,Historical building with ornate facade,0.2384,Modern minimalist restaurant architecture,0.2368
박물관_청계천박물관_232.jpg,Outdoor market by historic city walls,0.2156,Reflection pool mirroring museum facade,0.2155,Market square with cobblestone paths,0.2044
박물관_청계천박물관_234.jpg,Vast exhibition hall with paintings,0.2244,Art gallery with contemporary facade,0.2166,Reflection pool mirroring museum facade,0.2142
박물관_한국근대문학관_1219.jpg,Reflective glass and steel structure,0.2553,Wide-angle view of museum courtyard,0.2519,Reflection pool mirroring museum facade,0.246
박물관_한국근현대사박물관_737.jpg,Riverbank walking route,0.2513,river delta with winding channels,0.2437,Golden roofed palace under clear sky,0.2361
박물관_한국만화박물관_713.jpg,Skybridge connecting department stores,0.2509,Stadium exterior with dramatic lighting,0.2405,Stadium entrance framed by trees,0.2364
박물관_한국은행 화폐박물관_217.jpg,Modern minimalist stage design,0.247,Classic red velvet stage curtains,0.2281,Panoramic view from stadium seats,0.2151
박물관_한국은행 화폐박물관_218.jpg,Grand entrance with ornate facade,0.246,Reflection pool mirroring museum facade,0.2402,Grand entrance with ornamental pillars,0.2385
박물관_한국은행 화폐박물관_219.jpg,Wide-angle view of museum courtyard,0.2159,Outdoor market by historic city walls,0.2127,Reflection pool mirroring museum facade,0.2121
박물관_한국이민사박물관_1202.jpg,Open-air restaurant with ocean view,0.1966,Reflection pool mirroring museum facade,0.1876,Golden roofed palace under clear sky,0.1871
박물관_한국이민사박물관_1203.jpg,Wide-angle view of museum courtyard,0.2722,Grand entrance with ornate facade,0.2593,Grand entrance with ornamental pillars,0.2589
박물관_한성백제박물관_220.jpg,Stadium against mountain backdrop,0.2625,Wide-angle view of stadium roof,0.2575,Architectural details of stadium facade,0.2478
박물관_한성백제박물관_221.jpg,Artisan crafts and woven baskets display,0.2501,Outdoor market by historic city walls,0.2318,Wide-angle view of museum courtyard,0.219
박물관_허준박물관_229.jpg,Sculpture garden with lush greenery,0.2056,Wide-angle view of museum courtyard,0.2036,Reflection pool mirroring museum facade,0.1956
박물관_허준박물관_230.jpg,Traditional wooden temple gate entrance,0.2367,Bamboo forest surrounding secluded shrine,0.2322,Palace reflection in lotus pond,0.2281
박물관_허준박물관_231.jpg,Temple courtyard with ancient bells,0.2555,Artisan crafts and woven baskets display,0.2504,Traditional wooden temple gate entrance,0.2449
봉수대_황령산 봉수대_1677.jpg,Mountain temple shrouded in mist,0.2804,Forested hills from wooden lookout,0.2468,Bamboo forest surrounding secluded shrine,0.2417
봉수대_황령산 봉수대_1678.jpg,Mountain temple shrouded in mist,0.2714,Seaside tower with panoramic vistas,0.2633,Snow-capped mountains from observation deck,0.2582
봉수대_황령산 봉수대_1679.jpg,Panoramic skyline from hilltop park,0.2736,Seaside tower with panoramic vistas,0.2612,Forested hills from wooden lookout,0.2592
뷔페_서울신라호텔 더 파크뷰_34.jpg,Glass-walled restaurant overlooking mountains,0.2241,Modern minimalist restaurant architecture,0.2144,Rooftop restaurant with city skyline,0.1935
뷔페_서울신라호텔 더 파크뷰_35.jpg,Traditional thatched roof dining pavilion,0.2454,Glass-walled restaurant overlooking mountains,0.2441,Open-air restaurant with ocean view,0.2357
뷔페_서울신라호텔 더 파크뷰_36.jpg,Glass-walled restaurant overlooking mountains,0.2047,Early morning market street ambiance,0.2021,Traditional thatched roof dining pavilion,0.2016
브런치빈_브런치빈 삼산점_1034.jpg,Open-air restaurant with ocean view,0.2269,Pub garden surrounded by lush greenery,0.2262,Glass-walled restaurant overlooking mountains,0.2191
브런치빈_브런치빈 송파점_13.jpg,Open-air restaurant with ocean view,0.2294,Glass-walled restaurant overlooking mountains,0.2255,Rooftop restaurant with city skyline,0.2174
"사당,제단_오랑대_1689.jpg",Seaside tower with panoramic vistas,0.2812,Historic lighthouse overlooking vast ocean,0.2767,Modern architecture against stormy skies,0.2505
"사당,제단_종묘_250.jpg",Traditional wooden temple gate entrance,0.2646,Bamboo forest surrounding secluded shrine,0.2567,Temple courtyard with ancient bells,0.2554
"사당,제단_종묘_251.jpg",Twilight illumination and city lights,0.2704,Night view with illuminated architecture,0.247,Panoramic skyline from hilltop park,0.2443
"사당,제단_종묘_252.jpg",Classic red velvet stage curtains,0.2186,Reflection pool mirroring museum facade,0.2156,Grand entrance with ornate facade,0.2152
"사당,제단_참성단_1256.jpg",Sheer sea cliffs with dramatic drop,0.2649,Rocky cliffs against crashing waves,0.2529,Historic lighthouse overlooking vast ocean,0.2498
"사당,제단_참성단_1257.jpg",Intricate floral floats in parade,0.2409,Traditional drumming stage backdrop,0.2388,Grand entrance arch with festival banners,0.2277
"사당,제단_참성단_1258.jpg",Wide-angle view of museum courtyard,0.2397,Courtyard view with stone pathways,0.2197,Seaside tower with panoramic vistas,0.2167
"산성,성곽_금정산성 동문_1686.jpg",Open-air restaurant with ocean view,0.2535,Traditional thatched roof dining pavilion,0.2352,Vine-covered courtyard dining area,0.2261
"산성,성곽_금정산성 동문_1687.jpg",Bamboo forest surrounding secluded shrine,0.2445,Traditional wooden temple gate entrance,0.2335,Golden roofed palace under clear sky,0.2282
"산성,성곽_금정산성 동문_1688.jpg",Treehouse observation decks,0.2413,Expansive open-air enclosures,0.2298,Forested hills from wooden lookout,0.2282
"산성,성곽_남한산성_761.jpg",Riverbank walking route,0.2335,river delta with winding channels,0.2303,Ancient stone-paved route,0.2102
"산성,성곽_남한산성_762.jpg",Meandering forest path,0.2469,Bridge crossing scenic trail,0.2435,Riverbank walking route,0.2398
"산성,성곽_남한산성_763.jpg",Traditional wooden temple gate entrance,0.2957,Bamboo forest surrounding secluded shrine,0.2875,Stone lanterns lining temple pathway,0.2847
"산성,성곽_부산진성_1707.jpg",Traditional wooden temple gate entrance,0.276,Stone lanterns lining temple pathway,0.2733,Grand entrance with ornamental pillars,0.2709
"산성,성곽_부산진성_1708.jpg",Traditional drumming stage backdrop,0.2206,Sunlit outdoor theater ruins,0.2102,Decorative street flags fluttering,0.2089
"산성,성곽_부산진성_1709.jpg",Seaside tower with panoramic vistas,0.2444,Glass-walled restaurant overlooking mountains,0.2432,Open-air restaurant with ocean view,0.2382
"산성,성곽_분오리돈대_1244.jpg",Traditional architecture with mountain backdrop,0.2251,Iconic entrance gate with flags,0.2205,Grand entrance with ornamental pillars,0.2087
"산성,성곽_분오리돈대_1246.jpg",Historic stone observatory on grassy hill,0.2515,Historic stone fountain centerpiece,0.2446,Clouds beneath glass-floor vantage point,0.2391
"산성,성곽_수원화성_756.jpg",Grand entrance arch with festival banners,0.2818,Scenic riverbank with floating lanterns,0.2756,Illuminated festival tents at dusk,0.2742
"산성,성곽_수원화성_758.jpg",Seaside tower with panoramic vistas,0.2851,Reflection of city skyline in water,0.282,Mountain-top observatory with panoramic view,0.2639
"산성,성곽_연천호로고루_779.jpg",Gallery surrounded by lush landscapes,0.2129,Outdoor market by historic city walls,0.2061,Market square with cobblestone paths,0.203
"산성,성곽_초지진_1229.jpg",Open-air restaurant with ocean view,0.2702,Outdoor seating with quaint tables,0.2513,Charming exterior with vintage signage,0.2361
"산성,성곽_행주산성_764.jpg",Wide-angle view of museum courtyard,0.2466,Reflection pool mirroring museum facade,0.2431,Traditional wooden temple gate entrance,0.2425
"산성,성곽_행주산성_765.jpg",Narrow lane with colorful murals,0.2536,Twisting street through medieval village,0.249,Busy intersection with iconic skyscrapers,0.2458
"산성,성곽_행주산성_766.jpg",Architectural details of facade frieze,0.2354,Historic stone fountain centerpiece,0.23,Tiered fountain with floral motifs,0.2293
삼겹살_골목고깃집_902.jpg,Open-air restaurant with ocean view,0.2259,Rooftop restaurant with city skyline,0.2114,Traditional thatched roof dining pavilion,0.206
삼겹살_골목식당_890.jpg,Glass-walled restaurant overlooking mountains,0.1881,Alfresco seating under string lights,0.1781,Modern minimalist restaurant architecture,0.1763
삼겹살_골목식당_891.jpg,Minimalist gallery with geometric design,0.2068,Art gallery with contemporary facade,0.2057,Architectural details of gallery entrance,0.1958
삼겹살_골목식당_892.jpg,Retro drive-in theater setting,0.2313,Modern minimalist stage design,0.2099,Classic red velvet theater curtain,0.2052
"생태보존,서식지_을숙도생태공원 호수형습지_1603.jpg",Seaside tower with panoramic vistas,0.2504,Panoramic skyline from hilltop park,0.2402,Historic gazebo amidst lush greenery,0.2278
"수목원,식물원_국립수목원_594.jpg",Panoramic view from palace balcony,0.2072,Traditional architecture with mountain backdrop,0.2026,Traditional architecture with mountain backdrop,0.2026
"수목원,식물원_국립수목원_595.jpg",Modern sculpture in open meadow,0.2667,Wide-angle view of museum courtyard,0.2505,Reflection pool mirroring museum facade,0.2456
"수목원,식물원_금강식물원_1577.jpg",Cascading waterfall through lush forest,0.2038,Gallery surrounded by lush landscapes,0.1982,Rocky cliffside waterfall at golden hour,0.197
"수목원,식물원_금강식물원_1578.jpg",Sculpted topiary garden maze,0.3119,Japanese Zen garden with koi pond,0.2944,Stone lanterns lining temple pathway,0.2693
"수목원,식물원_금강식물원_1579.jpg",Japanese Zen garden with koi pond,0.3029,Alpine rock garden with waterfall,0.2828,Palace reflection in lotus pond,0.2761
"수목원,식물원_남산야외식물원_97.jpg",Seasonal flower beds in bloom,0.2367,Historic gazebo amidst lush greenery,0.2355,Modern sculpture in open meadow,0.2282
"수목원,식물원_남산야외식물원_98.jpg",Traditional wooden temple gate entrance,0.2897,Japanese Zen garden with koi pond,0.2791,Bamboo forest surrounding secluded shrine,0.2752
"수목원,식물원_대구수목원_1965.jpg",Ancient trees with twisted branches,0.2471,Japanese Zen garden with koi pond,0.2343,Seasonal flower beds in bloom,0.2267
"수목원,식물원_더그림_596.jpg",Golden Buddha statue in lush garden,0.2951,Traditional architecture with mountain backdrop,0.2645,Tropical greenhouse with exotic plants,0.2619
"수목원,식물원_더그림_597.jpg",Traditional thatched roof dining pavilion,0.2922,Open-air restaurant with ocean view,0.2625,Vine-covered courtyard dining area,0.2622
"수목원,식물원_더그림_598.jpg",Gallery surrounded by lush landscapes,0.2572,Outdoor sculpture garden with pathways,0.2519,Alpine rock garden with waterfall,0.2504
"수목원,식물원_도당근린공원 백만송이장미원_617.jpg",Fountain surrounded by seasonal flowers,0.2529,Iconic entrance gate with flags,0.2516,Modern sculpture in open meadow,0.2465
"수목원,식물원_도당근린공원 백만송이장미원_618.jpg",Charming exterior with vintage signage,0.2504,Traditional European-style storefront,0.2492,Glass-fronted shop in urban setting,0.2452
"수목원,식물원_도당근린공원 백만송이장미원_619.jpg",Seasonal flower beds in bloom,0.283,Historic gazebo amidst lush greenery,0.2779,Tranquil Japanese garden design,0.264
"수목원,식물원_물향기수목원_590.jpg",Serene pond with lily pads,0.3067,Water lily pond with reflection,0.2939,Seasonal flower beds in bloom,0.2436
"수목원,식물원_물향기수목원_591.jpg",Riverbank walking route,0.2347,Meandering forest path,0.2003,Minimalist gallery with geometric design,0.1933
"수목원,식물원_물향기수목원_592.jpg",Open-air restaurant with ocean view,0.2062,Golden roofed palace under clear sky,0.1993,Palace reflection in lotus pond,0.195
"수목원,식물원_바다향기수목원_606.jpg",Open-air restaurant with ocean view,0.2553,Classic red velvet stage curtains,0.2176,Modern minimalist stage design,0.2096
"수목원,식물원_바다향기수목원_607.jpg",Artisan crafts and woven baskets display,0.2018,Palace reflection in lotus pond,0.1931,Early morning market street ambiance,0.1919
"수목원,식물원_벽초지수목원_587.jpg",Seasonal flower beds in bloom,0.2432,Blossoming cherry trees in spring,0.2385,Majestic hall framed by cherry blossoms,0.2109
"수목원,식물원_벽초지수목원_589.jpg",Open-air restaurant with ocean view,0.2328,Art gallery with contemporary facade,0.2321,Minimalist gallery with geometric design,0.2247
"수목원,식물원_부산시수목전시원_1582.jpg",Japanese Zen garden with koi pond,0.2969,Alpine rock garden with waterfall,0.2731,Lotus pond reflecting temple facade,0.2715
"수목원,식물원_부산어린이식물원_1592.jpg",Interactive educational displays,0.2384,Vibrant market under hanging lanterns,0.2325,Artisan crafts and woven baskets display,0.231
"수목원,식물원_부산어린이식물원_1593.jpg",Aerial view of stadium landscape,0.2842,Stadium against mountain backdrop,0.2475,Stadium entrance framed by trees,0.2471
"수목원,식물원_부산어린이식물원_1594.jpg",Interactive educational displays,0.2075,Colorful carousel and spinning lights,0.2007,Aquatic exhibits with underwater tunnels,0.1959
"수목원,식물원_부산화명수목원_1568.jpg",Seasonal flower beds in bloom,0.2679,Lush forest with vibrant green canopy,0.2491,Alpine rock garden with waterfall,0.2477
"수목원,식물원_부산화명수목원_1569.jpg",Seasonal flower beds in bloom,0.2565,Lush forest with vibrant green canopy,0.2432,Alpine rock garden with waterfall,0.2422
"수목원,식물원_부산화명수목원_1570.jpg",Meandering forest path,0.2632,Riverbank walking route,0.2487,Alpine rock garden with waterfall,0.2447
"수목원,식물원_북한산식물원_113.jpg",Traditional architecture with mountain backdrop,0.2859,Curved road with mountain backdrop,0.2803,Mountain temple shrouded in mist,0.2529
"수목원,식물원_북한산식물원_114.jpg",Tropical greenhouse with exotic plants,0.3169,Lush botanical gardens with exotic plants,0.3119,Victorian glasshouse with rare orchids,0.2892
"수목원,식물원_사바나농장_115.jpg",Tropical greenhouse with exotic plants,0.2577,Artistic animal habitat structures,0.2552,Cactus and succulent arid landscape,0.2425
"수목원,식물원_사바나농장_116.jpg",Cactus and succulent arid landscape,0.2725,Tropical greenhouse with exotic plants,0.2432,Victorian glasshouse with rare orchids,0.2396
"수목원,식물원_사바나농장_117.jpg",Intricate floral floats in parade,0.255,Outdoor seating with quaint tables,0.2458,Outdoor market by historic city walls,0.2444
"수목원,식물원_서경하늘수목원_1601.jpg",Gabled rooftops against autumn foliage,0.2827,Traditional architecture with mountain backdrop,0.272,Stone lanterns lining temple pathway,0.2416
"수목원,식물원_서울식물원_88.jpg",Interactive educational displays,0.2372,Artistic animal habitat structures,0.2281,Safari-themed landscape views,0.2201
"수목원,식물원_서울어린이대공원 식물원_106.jpg",Glass atrium with natural light,0.2561,Wide-angle view of museum courtyard,0.2537,Modernist exterior with geometric lines,0.2482
"수목원,식물원_서울어린이대공원 식물원_107.jpg",Lush botanical gardens with exotic plants,0.2747,Wooden walkways through tropical zones,0.2556,Tropical greenhouse with exotic plants,0.255
"수목원,식물원_서울어린이대공원 식물원_108.jpg",Art gallery with contemporary facade,0.2209,Reflection pool mirroring museum facade,0.2125,Vast exhibition hall with paintings,0.2101
"수목원,식물원_석모도수목원_1101.jpg",Seasonal flower beds in bloom,0.2764,Golden Buddha statue in lush garden,0.2737,Stone lanterns lining temple pathway,0.2611
"수목원,식물원_석모도수목원_1102.jpg",Bridge crossing scenic trail,0.2629,Riverbank walking route,0.254,Meandering forest path,0.249
"수목원,식물원_석모도수목원_1103.jpg",Blossoming cherry trees in spring,0.257,Seasonal flower beds in bloom,0.2427,Bamboo grove shaded pathway,0.2411
"수목원,식물원_선유도공원 시간의정원_104.jpg",Historic gazebo amidst lush greenery,0.27,Tranquil Japanese garden design,0.2631,Forested hills from wooden lookout,0.2614
"수목원,식물원_선유도공원 온실_124.jpg",Victorian glasshouse with rare orchids,0.2691,Lush botanical gardens with exotic plants,0.256,Expansive open-air enclosures,0.254
"수목원,식물원_세미원_578.jpg",Seasonal flower beds in bloom,0.2374,Skybridge connecting department stores,0.2363,Historic gazebo amidst lush greenery,0.2314
"수목원,식물원_세미원_579.jpg",Art gallery with contemporary facade,0.2568,Architectural details of gallery entrance,0.2486,Traditional architecture with mountain backdrop,0.2375
"수목원,식물원_세미원_580.jpg",Ancient trees with twisted branches,0.2475,Decorative street flags fluttering,0.2386,Intricate floral floats in parade,0.2336
"수목원,식물원_신구대학교식물원_608.jpg",Alpine rock garden with waterfall,0.2404,Lush jungle pathway,0.2339,Tropical greenhouse with exotic plants,0.2304
"수목원,식물원_신구대학교식물원_610.jpg",Meandering forest path,0.2288,Tropical greenhouse with exotic plants,0.2275,Seasonal flower beds in bloom,0.2253
"수목원,식물원_아차산어울림정원 자생식물원_121.jpg",Giant water slide under blue sky,0.2887,Vibrant roller coaster tracks in motion,0.2676,Historic wooden roller coaster structure,0.2518
"수목원,식물원_아차산어울림정원 자생식물원_122.jpg",Wide-angle view of museum courtyard,0.2494,Alpine rock garden with waterfall,0.2433,Reflection pool mirroring museum facade,0.2365
"수목원,식물원_아침고요수목원_585.jpg",Seasonal flower beds in bloom,0.294,Historic gazebo amidst lush greenery,0.2759,Fountain surrounded by seasonal flowers,0.2715
"수목원,식물원_아침고요수목원_586.jpg",Japanese Zen garden with koi pond,0.2933,Bamboo forest surrounding secluded shrine,0.2702,Water lily pond with reflection,0.2668
"수목원,식물원_아홉산숲_1572.jpg",Traditional wooden temple gate entrance,0.3097,Bamboo forest surrounding secluded shrine,0.2849,Stone lanterns lining temple pathway,0.2791
"수목원,식물원_아홉산숲_1573.jpg",Pathway through a bamboo forest,0.3321,Bamboo forest surrounding secluded shrine,0.3148,Meandering forest path,0.2589
"수목원,식물원_영흥수목원_612.jpg",Seaside tower with panoramic vistas,0.2426,Sky-high drop tower against clouds,0.2336,Iconic entrance gate with flags,0.2291
"수목원,식물원_영흥수목원_613.jpg",Modern minimalist stage design,0.2223,Sunlit outdoor theater ruins,0.212,Reflection in surrounding water bodies,0.2068
"수목원,식물원_인천나비공원 수생식물원_1098.jpg",Lotus pond reflecting temple facade,0.2738,Bamboo forest surrounding secluded shrine,0.2704,Palace reflection in lotus pond,0.2639
"수목원,식물원_인천나비공원 수생식물원_1099.jpg",Stone lanterns lining temple pathway,0.2711,Golden Buddha statue in lush garden,0.2695,Japanese Zen garden with koi pond,0.2688
"수목원,식물원_인천수목원_1090.jpg",Autumn leaves carpeted walking trail,0.2495,Riverbank walking route,0.2223,Blossoming cherry trees in spring,0.2212
"수목원,식물원_인천수목원_1091.jpg",Historic gazebo amidst lush greenery,0.2662,Courtyard view with stone pathways,0.266,Bamboo grove shaded pathway,0.2648
"수목원,식물원_인천환경공단 청라생태공원 온실_1104.jpg",Iconic entrance gate with flags,0.2357,Grand entrance with ornamental pillars,0.2258,Bridges over gentle flowing streams,0.2199
"수목원,식물원_인천환경공단 청라생태공원 온실_1105.jpg",Meandering forest path,0.2769,Open prairie trail under vast sky,0.2611,Riverbank walking route,0.2544
"수목원,식물원_장산산림욕장_1591.jpg",Meandering forest path,0.2751,Bridge crossing scenic trail,0.2648,Bamboo grove shaded pathway,0.2614
"수목원,식물원_창경궁 대온실_94.jpg",Palace reflection in lotus pond,0.2808,Palace reflection in lotus pond,0.2808,Victorian glasshouse with rare orchids,0.2786
"수목원,식물원_창경궁 대온실_95.jpg",Victorian glasshouse with rare orchids,0.2834,Palace reflection in lotus pond,0.2685,Palace reflection in lotus pond,0.2685
"수목원,식물원_창경궁 대온실_96.jpg",Historic stone fountain centerpiece,0.3387,Tiered fountain with floral motifs,0.3293,Ornate baroque fountain in plaza,0.2952
"수목원,식물원_푸른수목원_91.jpg",Palace reflection in lotus pond,0.2822,Water lily pond with reflection,0.2804,Serene pond with lily pads,0.2799
"수목원,식물원_푸른수목원_92.jpg",Riverbank walking route,0.2737,Bridge crossing scenic trail,0.2679,Meandering forest path,0.2643
"수목원,식물원_푸른수목원_93.jpg",Misty forest with dense fog,0.2387,Palace reflection in lotus pond,0.2305,Clear stream flowing through forest glade,0.222
"수목원,식물원_한택식물원_602.jpg",Lotus pond reflecting temple facade,0.2726,Water lily pond with reflection,0.2671,Golden Buddha statue in lush garden,0.2491
"수목원,식물원_한택식물원_603.jpg",Tropical greenhouse with exotic plants,0.2445,Seasonal flower beds in bloom,0.2367,Victorian glasshouse with rare orchids,0.231
"수목원,식물원_한택식물원_604.jpg",Seasonal flower beds in bloom,0.2664,Alpine rock garden with waterfall,0.2376,Tropical greenhouse with exotic plants,0.2151
"수목원,식물원_해운대수목원_1574.jpg",Bamboo grove shaded pathway,0.2666,Courtyard view with stone pathways,0.2481,Tranquil Japanese garden design,0.2391
"수목원,식물원_해운대수목원_1576.jpg",Seasonal flower beds in bloom,0.2941,Fountain surrounded by seasonal flowers,0.2606,Tranquil Japanese garden design,0.2514
"수목원,식물원_화담숲_583.jpg",Alpine rock garden with waterfall,0.2765,Japanese Zen garden with koi pond,0.2581,Bamboo forest surrounding secluded shrine,0.2568
"수목원,식물원_황학산수목원_620.jpg",Meandering forest path,0.2529,Riverbank walking route,0.2526,Desert canyon pathway,0.239
순대_골목순대국_390.jpg,Open-air restaurant with ocean view,0.2605,Charming exterior with vintage signage,0.2511,Colorful awnings and hanging lanterns,0.2417
순대_골목순대국_391.jpg,Glass-walled restaurant overlooking mountains,0.2263,Traditional thatched roof dining pavilion,0.2014,Open-air restaurant with ocean view,0.1976
순대_골목순대국_392.jpg,Vibrant market under hanging lanterns,0.2799,Quiet market corners with old signage,0.2574,Traditional market alleyways at sunset,0.2506
술집_숨은골목_388.jpg,Interactive educational displays,0.2178,Palace reflection in lotus pond,0.2094,Safari-themed landscape views,0.2031
시장_가락시장_336.jpg,Glass-fronted shop in urban setting,0.2043,Vibrant market under hanging lanterns,0.2013,Traditional European-style storefront,0.1991
시장_가락시장_337.jpg,Rustic wooden market architecture,0.2321,Artisan crafts and woven baskets display,0.2317,Early morning market street ambiance,0.2294
시장_가락시장_338.jpg,Seaside tower with panoramic vistas,0.2495,Modern sculpture in open meadow,0.2247,Golden roofed palace under clear sky,0.2183
시장_강남시장_1337.jpg,Rain-soaked street reflecting neon lights,0.2301,waterfalls cascading into river,0.2156,Busy intersection with iconic skyscrapers,0.2154
시장_강화풍물시장_1328.jpg,Skybridge connecting department stores,0.2346,Colorful canopies over market stalls,0.2324,Weathered market signs and banners,0.2216
시장_경동시장_333.jpg,Minimalist modern water feature,0.2286,Modern minimalist stage design,0.2272,Fountain with colorful mosaic tiles,0.2118
시장_경동시장_334.jpg,Artistic animal habitat structures,0.2366,Treehouse observation decks,0.2296,Wooden walkways through tropical zones,0.2223
시장_계양산전통시장_1334.jpg,Classic red velvet stage curtains,0.2181,Skybridge connecting department stores,0.212,Grand staircase in central atrium,0.2084
시장_계양산전통시장_1335.jpg,Modern minimalist stage design,0.2605,Rooftop movie screen under stars,0.2385,Retro drive-in theater setting,0.2364
시장_계양산전통시장_1336.jpg,Modern minimalist stage design,0.2383,Gallery with expansive skylights,0.2275,Classic red velvet stage curtains,0.226
시장_광명전통시장_869.jpg,Minimalist modern water feature,0.2074,Historic stone fountain centerpiece,0.1893,Golden roofed palace under clear sky,0.1791
시장_광장시장_321.jpg,Early morning market street ambiance,0.2728,Vibrant market under hanging lanterns,0.2682,Colorful canopies over market stalls,0.2621
시장_광장시장_323.jpg,Weathered market signs and banners,0.235,Quiet market corners with old signage,0.2233,Seasonal window display decorations,0.2112
시장_교동대룡시장_1313.jpg,Rustic wooden interior with chandeliers,0.2857,Traditional European-style storefront,0.2275,Wooden shutters and flower boxes,0.2273
시장_교동대룡시장_1314.jpg,Open-air restaurant with ocean view,0.2071,Rooftop restaurant with city skyline,0.2058,Glass-walled restaurant overlooking mountains,0.2038
시장_교동대룡시장_1315.jpg,Rustic wooden interior with chandeliers,0.2803,Modern minimalist restaurant architecture,0.2632,Glass-walled restaurant overlooking mountains,0.2467
시장_구리전통시장_851.jpg,Classic red velvet stage curtains,0.1795,Modern minimalist stage design,0.1768,Sweeping gardens with symmetrical layout,0.1761
시장_구리전통시장_853.jpg,Classic red velvet stage curtains,0.207,Golden roofed palace under clear sky,0.1881,Golden roofed palace under clear sky,0.1881
시장_구포시장_1774.jpg,Sky filled with vibrant fireworks,0.1971,Traditional drumming stage backdrop,0.1826,Minimalist gallery with geometric design,0.178
시장_구포시장_1775.jpg,Artistic animal habitat structures,0.1931,Expansive open-air enclosures,0.1862,Treehouse observation decks,0.1845
시장_국제시장_1764.jpg,Weathered market signs and banners,0.2571,Quiet market corners with old signage,0.256,Colorful canopies over market stalls,0.2181
시장_국제시장_1766.jpg,Narrow lane with colorful murals,0.2331,Skybridge connecting department stores,0.2329,Grand entrance with ornamental pillars,0.2272
시장_기장시장_1786.jpg,Vibrant market under hanging lanterns,0.2863,Outdoor market by historic city walls,0.2844,Colorful canopies over market stalls,0.2767
시장_기장시장_1787.jpg,Artisan crafts and woven baskets display,0.2108,Intricate floral floats in parade,0.2086,Outdoor market by historic city walls,0.2078
시장_남대문시장_325.jpg,Outdoor market by historic city walls,0.311,Vibrant market under hanging lanterns,0.2902,Colorful canopies over market stalls,0.2776
시장_남촌농산물도매시장_1322.jpg,Colorful canopies over market stalls,0.2365,Vibrant market under hanging lanterns,0.2334,Early morning market street ambiance,0.2225
시장_남촌농산물도매시장_1323.jpg,Colorful canopies over market stalls,0.2559,Vibrant market under hanging lanterns,0.2459,Early morning market street ambiance,0.2447
시장_남촌농산물도매시장_1324.jpg,Grand entrance arch with festival banners,0.2377,Decorative street flags fluttering,0.2267,Colorful lanterns illuminating the street,0.2154
시장_노량진수산물도매시장_340.jpg,Industrial cranes at busy shipyard,0.2602,Vibrant market under hanging lanterns,0.2291,Colorful canopies over market stalls,0.2287
시장_노량진수산물도매시장_341.jpg,Glass-fronted shop in urban setting,0.2416,Quiet market corners with old signage,0.2333,Traditional European-style storefront,0.2305
시장_독립문 영천시장_363.jpg,Vintage marquee with neon lights,0.2425,Open-air restaurant with ocean view,0.2389,Classic red velvet stage curtains,0.2166
시장_동대문종합시장_330.jpg,Art Deco department store façade,0.2896,Skybridge connecting department stores,0.258,Golden roofed palace under clear sky,0.2369
시장_동대문종합시장_332.jpg,Art Deco department store façade,0.2679,Art Deco theater facade,0.2677,Skybridge connecting department stores,0.2546
시장_동래시장_1782.jpg,Vibrant market under hanging lanterns,0.2343,Outdoor market by historic city walls,0.2246,Colorful canopies over market stalls,0.2182
시장_동래시장_1783.jpg,Vibrant market under hanging lanterns,0.2021,Colorful canopies over market stalls,0.1922,Quiet market corners with old signage,0.188
시장_동래시장_1784.jpg,Artisan crafts and woven baskets display,0.1749,Skybridge connecting department stores,0.1734,Glass-fronted shop in urban setting,0.1723
시장_동묘시장_345.jpg,Colorful canopies over market stalls,0.2925,Vibrant market under hanging lanterns,0.2521,Outdoor market by historic city walls,0.251
시장_동묘시장_347.jpg,Narrow lane with colorful murals,0.2579,Quiet market corners with old signage,0.2518,Weathered market signs and banners,0.2444
시장_마장축산물시장_357.jpg,Classic red velvet stage curtains,0.2228,Modern minimalist stage design,0.2206,Panoramic view from palace balcony,0.1976
